Service Request (SR) Number,SR Description,Method Received,SR Status,Status Change Date,Created Date,Last Update Date,Close Date,SR Location,Street Number,Street Name,City,Zip Code,County,State Plane X Coordinate,State Plane Y Coordinate,Latitude Coordinate,Longitude Coordinate,(Latitude.Longitude),Council District,Map Page,Map Tile
19-00425080,Coyote Complaints,Phone,Closed,11/06/2019 09:16:27 AM,11/05/2019 09:09:55 AM,11/06/2019 09:16:27 AM,11/06/2019 09:16:27 AM,"3403 LARRY LN, AUSTIN, TX 78722",3403,LARRY,AUSTIN,78722,TRAVIS,3123493.99736702,10078297.00295290,30.28821071,-97.71316961,"(30.28821071, -97.71316961)",9,585H,MK24
19-00425379,Coyote Complaints,Phone,Closed,11/06/2019 09:04:26 AM,11/05/2019 11:26:56 AM,11/06/2019 09:04:26 AM,11/06/2019 09:04:26 AM,"1005 CASSAT CV, AUSTIN, TX 78753",1005,CASSAT,Austin,78753,TRAVIS,3141330.74847312,10120727.99946680,30.40367774,-97.65343505,"(30.40367774, -97.65343505)",7,467X,MN34
19-00425777,Coyote Complaints,Phone,Closed,11/06/2019 11:28:31 AM,11/05/2019 02:57:30 PM,11/06/2019 11:28:31 AM,11/06/2019 11:28:31 AM,"3427 PARKER LN, AUSTIN, TX 78741",3427,PARKER,AUSTIN,78741,TRAVIS,3115008.74879727,10053260.00142280,30.21993464,-97.7418941,"(30.21993464, -97.7418941)",3,645E,MJ18
19-00425832,Coyote Complaints,Phone,Closed,11/06/2019 10:52:47 AM,11/05/2019 03:26:00 PM,11/06/2019 10:52:47 AM,11/06/2019 10:52:47 AM,"4507 ELWOOD RD, AUSTIN, TX 78722",4507,ELWOOD,AUSTIN,78722,TRAVIS,3123407.25133802,10083579.16853890,30.30273612,-97.7130502,"(30.30273612, -97.7130502)",9,555Z,MK25
19-00425894,Coyote Complaints,Phone,Closed,11/06/2019 11:13:38 AM,11/05/2019 03:51:33 PM,11/06/2019 11:13:38 AM,11/06/2019 11:13:38 AM,"1420 CORONA DR, AUSTIN, TX 78723",1420,CORONA,AUSTIN,78723,TRAVIS,3127405.62914166,10086480.34550170,30.31045139,-97.7001661,"(30.31045139, -97.7001661)",4,556N,ML26
19-00425987,Coyote Complaints,Phone,Closed,11/06/2019 11:22:32 AM,11/05/2019 04:32:51 PM,11/06/2019 11:22:31 AM,11/06/2019 11:22:32 AM,"3507 VINELAND DR, AUSTIN, TX 78722",3507,VINELAND,AUSTIN,78722,TRAVIS,3124091.74733509,10078336.00049770,30.28827919,-97.71127336,"(30.28827919, -97.71127336)",9,585H,MK24
19-00426260,Coyote Complaints,Phone,Closed,11/06/2019 11:46:40 AM,11/05/2019 07:20:13 PM,11/06/2019 11:46:40 AM,11/06/2019 11:46:40 AM,"4000 CHERRYWOOD RD, AUSTIN, TX 78722",4000,CHERRYWOOD,AUSTIN,78722,TRAVIS,3123715.84097861,10080341.47133110,30.29381624,-97.71231433,"(30.29381624, -97.71231433)",9,585D,MK24
19-00426505,Coyote Complaints,Phone,Closed,11/06/2019 11:52:38 AM,11/06/2019 07:26:16 AM,11/06/2019 11:52:38 AM,11/06/2019 11:52:38 AM,"E 16TH ST & CEDAR AVE, AUSTIN, TX 78702",,E 16TH ST & CEDAR AVE,AUSTIN,78702,TRAVIS,3123434.49793765,10074515.00286970,30.27781849,-97.71364023,"(30.27781849, -97.71364023)",1,585R,MK23
20-00209288,Coyote Complaints,Phone,Closed,05/28/2020 11:35:18 AM,05/27/2020 02:45:06 PM,05/28/2020 11:35:18 AM,05/28/2020 11:35:18 AM,"1701 W 11TH ST, AUSTIN, TX 78703",1701,11TH,AUSTIN,78703,TRAVIS,3108300.99932140,10075216.00015090,30.2807163,-97.76151875,"(30.2807163, -97.76151875)",9,584L,MH23
19-00427016,Coyote Complaints,Phone,Closed,11/25/2019 02:25:44 PM,11/06/2019 10:59:50 AM,11/25/2019 02:25:44 PM,11/25/2019 02:25:44 PM,"7215 LENORA ST, AUSTIN, TX 78745",7215,LENORA,AUSTIN,78745,TRAVIS,3098039.62161302,10043129.91204140,30.19316399,-97.79633723,"(30.19316399, -97.79633723)",5,643Z,MF16
19-00490556,Coyote Complaints,Phone,Closed,01/21/2020 11:05:18 AM,12/30/2019 09:36:24 AM,01/21/2020 11:05:18 AM,01/21/2020 11:05:18 AM,"5313 WESTMINSTER DR, AUSTIN, TX 78723",5313,WESTMINSTER,AUSTIN,78723,TRAVIS,3131783.71211541,10083403.3509442,30.30170762,-97.68652763,"(30.30170762, -97.68652763)",1,556Y,MM25
20-00475303,Coyote Complaints,Phone,Closed,11/24/2020 10:26:50 AM,11/19/2020 11:33:51 AM,11/24/2020 10:26:51 AM,11/24/2020 10:26:50 AM,"13213 RAMPART ST, AUSTIN, TX 78727",13213,RAMPART,AUSTIN,78727,TRAVIS,3130900.24827645,10127801.99979050,30.42380956,-97.68597849,"(30.42380956, -97.68597849)",7,466L,MM35
20-00284883,Coyote Complaints,Phone,Closed,07/15/2020 09:21:16 AM,07/14/2020 12:15:24 AM,07/15/2020 09:21:16 AM,07/15/2020 09:21:16 AM,"GARCIA ST & PAGE ST, AUSTIN, TX",,GARCIA ST & PAGE ST,AUSTIN,78723,TRAVIS,3127128.07801937,10083122.42524800,30.30123911,-97.70129718,"(30.30123911, -97.70129718)",9,556W,ML25
20-00479294,Coyote Complaints,Phone,Closed,11/24/2020 10:35:55 AM,11/22/2020 09:02:27 AM,11/24/2020 10:35:55 AM,11/24/2020 10:35:55 AM,"15900 BRATTON LN, AUSTIN, TX 78728",15900,BRATTON,AUSTIN,78728,TRAVIS,3133300.88665773,10141348.44004170,30.46088908,-97.67733787,"(30.46088908, -97.67733787)",,436M,MM38
20-00480086,Coyote Complaints,Phone,Closed,11/24/2020 12:30:51 PM,11/23/2020 07:27:12 AM,11/24/2020 12:30:51 PM,11/24/2020 12:30:51 PM,"3801 MENCHACA RD, AUSTIN, TX 78704",3801,MENCHACA,AUSTIN,78704,TRAVIS,3101520.50190287,10058673.00180510,30.235671,-97.78419514,"(30.235671, -97.78419514)",5,614S,MG19
20-00481061,Coyote Complaints,Phone,Closed,11/24/2020 11:57:32 AM,11/23/2020 02:51:05 PM,11/24/2020 11:57:32 AM,11/24/2020 11:57:32 AM,"SHADOW VALLEY DR & KNOLLWOOD DR, AUSTIN, TX",,SHADOW VALLEY DR & KNOLLWOOD DR,AUSTIN,78731,TRAVIS,3107436.24719102,10101464.99899520,30.35292618,-97.76233583,"(30.35292618, -97.76233583)",10,524L,MH29
20-00481627,Coyote Complaints,Phone,Closed,11/24/2020 10:44:59 AM,11/23/2020 10:16:02 PM,11/24/2020 10:44:59 AM,11/24/2020 10:44:59 AM,"14231 TANDEM BLVD, AUSTIN, TX 78728",14231,TANDEM,AUSTIN,78728,TRAVIS,3128507.16326350,10134966.41881240,30.44365972,-97.69302961,"(30.44365972, -97.69302961)",,436T,ML37
20-00482053,Coyote Complaints,Phone,Closed,11/24/2020 10:48:00 AM,11/24/2020 10:27:57 AM,11/24/2020 10:48:00 AM,11/24/2020 10:48:00 AM,"910 S 5TH ST, AUSTIN, TX 78704",910,5TH,AUSTIN,78704,TRAVIS,3109941.34743301,10066416.64817940,30.25642381,-97.75696897,"(30.25642381, -97.75696897)",9,614D,MH21
20-00482128,Coyote Complaints,Phone,Closed,11/24/2020 12:24:44 PM,11/24/2020 10:58:31 AM,11/24/2020 12:24:44 PM,11/24/2020 12:24:44 PM,"908 DAWSON RD, AUSTIN, TX 78704",908,DAWSON,AUSTIN,78704,TRAVIS,3109946.48471605,10066424.12199460,30.25644402,-97.75695216,"(30.25644402, -97.75695216)",9,614D,MH21
19-00489878,Coyote Complaints,Phone,Closed,12/30/2019 11:13:34 AM,12/29/2019 03:15:03 PM,12/30/2019 11:13:34 AM,12/30/2019 11:13:34 AM,"3427 PARKER LN, AUSTIN, TX 78741",3427,PARKER,AUSTIN,78741,TRAVIS,3115008.74879727,10053260.00142280,30.21993464,-97.7418941,"(30.21993464, -97.7418941)",3,645E,MJ18
19-00346393,Coyote Complaints,Phone,Closed,10/25/2019 12:43:55 PM,09/10/2019 06:38:27 AM,10/25/2019 12:43:54 PM,10/25/2019 12:43:55 PM,"2001 BREEZE HOLW, AUSTIN, TX 78741",2001,BREEZE,AUSTIN,78741,TRAVIS,3116610.70547362,10058737.81104440,30.23488953,-97.73641872,"(30.23488953, -97.73641872)",9,615T,MJ19
20-00004757,Coyote Complaints,Phone,Closed,01/06/2020 10:40:20 AM,01/04/2020 06:21:41 PM,01/06/2020 10:40:20 AM,01/06/2020 10:40:20 AM,"11316 JOLLYVILLE RD, AUSTIN, TX 78759",11316,JOLLYVILLE,AUSTIN,78759,TRAVIS,3111437.99979916,10122705.99891180,30.4110599,-97.74808698,"(30.4110599, -97.74808698)",10,465S,MJ34
20-00152314,Coyote Complaints,Phone,Closed,04/20/2020 02:28:59 PM,04/18/2020 11:35:51 AM,04/20/2020 02:29:00 PM,04/20/2020 02:28:59 PM,"6803 MINI CIR, AUSTIN, TX 78745",6803,MINI,AUSTIN,78745,TRAVIS,3093712.52416591,10047107.56987930,30.20436864,-97.80974428,"(30.20436864, -97.80974428)",5,643Q,MF17
19-00447555,Coyote Complaints,Phone,Closed,11/26/2019 10:03:00 AM,11/22/2019 05:15:53 PM,11/26/2019 10:03:00 AM,11/26/2019 10:03:00 AM,"TOSCANA AVE & ALONDRA LN, AUSTIN, TX",,TOSCANA AVE & ALONDRA LN,AUSTIN,78724,TRAVIS,3145459.24727029,10078817.00118030,30.28819878,-97.64355708,"(30.28819878, -97.64355708)",1,587G,MP24
20-00435226,Coyote Complaints,Phone,Closed,10/26/2020 10:08:40 AM,10/22/2020 09:38:45 AM,10/26/2020 10:08:40 AM,10/26/2020 10:08:40 AM,"6800 HALESBORO DR, AUSTIN, TX 78736",6800,HALESBORO,AUSTIN,78736,TRAVIS,3067258.16048428,10061432.48568590,30.2453693,-97.89247248,"(30.2453693, -97.89247248)",8,611L,MB20
20-00042585,Coyote Complaints,Phone,Closed,03/03/2020 09:48:42 AM,02/03/2020 04:11:23 PM,03/03/2020 09:48:42 AM,03/03/2020 09:48:42 AM,"12801 LITTLE DIPPER PATH, AUSTIN, TX 78732",12801,LITTLE DIPPER,AUSTIN,78732,TRAVIS,3061790.42855832,10102899.99690610,30.35968979,-97.90691999,"(30.35968979, -97.90691999)",,521E,MA30
19-00469947,Coyote Complaints,Phone,Closed,12/13/2019 12:01:35 PM,12/12/2019 04:19:50 AM,12/13/2019 12:01:35 PM,12/13/2019 12:01:35 PM,"8501 AXIS DR, AUSTIN, TX 78749",8501,AXIS,AUSTIN,78749,TRAVIS,3078856.25079333,10047425.00238100,30.20615919,-97.8567389,"(30.20615919, -97.8567389)",8,642P,MC17
19-00491978,Coyote Complaints,Phone,Closed,01/31/2020 09:31:24 AM,12/31/2019 11:02:08 AM,01/31/2020 09:31:24 AM,01/31/2020 09:31:24 AM,"11316 JOLLYVILLE RD 1001, AUSTIN, TX 78759",11316,JOLLYVILLE,AUSTIN,78759,TRAVIS,3111437.99979916,10122705.99891180,30.4110599,-97.74808698,"(30.4110599, -97.74808698)",10,465S,MJ34
21-00157908,Coyote Complaints,Phone,Closed,04/02/2021 01:30:27 PM,04/01/2021 08:07:57 PM,04/02/2021 01:30:27 PM,04/02/2021 01:30:27 PM,"703 PARK BLVD, AUSTIN, TX 78751",703,PARK,AUSTIN,78751,TRAVIS,3119780.49786578,10083439.00069540,30.30258518,-97.72454992,"(30.30258518, -97.72454992)",9,555Y,MK25
20-00004389,Coyote Complaints,Phone,Closed,01/06/2020 10:25:26 AM,01/04/2020 01:06:09 PM,01/06/2020 10:25:26 AM,01/06/2020 10:25:26 AM,"3218 HEMLOCK AVE, AUSTIN, TX 78722",3218,HEMLOCK,AUSTIN,78722,TRAVIS,3122873.43693121,10078030.76024700,30.28751903,-97.71515505,"(30.28751903, -97.71515505)",9,585H,MK24
19-00428486,Coyote Complaints,Phone,Closed,11/07/2019 10:17:55 AM,11/07/2019 09:11:56 AM,11/07/2019 10:17:55 AM,11/07/2019 10:17:55 AM,"3549 LOST CREEK BLVD, AUSTIN, TX 78735",3549,LOST CREEK,AUSTIN,78735,TRAVIS,3077645.38063738,10072150.83087550,30.2742022,-97.85883013,"(30.2742022, -97.85883013)",,582P,MC23
20-00454237,Coyote Complaints,Phone,Closed,11/10/2020 10:35:06 AM,11/05/2020 07:03:09 AM,11/10/2020 10:35:06 AM,11/10/2020 10:35:06 AM,"PECAN CREEK PKWY & THICKET TRL, AUSTIN, TX",,PECAN CREEK PKWY & THICKET TRL,AUSTIN,78750,WILLIAMSON,3091152.25115281,10136269.99782480,30.44962606,-97.81144875,"(30.44962606, -97.81144875)",6,433Q,MF38
19-00397473,Coyote Complaints,Phone,Closed,10/22/2019 02:06:29 PM,10/15/2019 07:10:54 PM,10/22/2019 02:06:30 PM,10/22/2019 02:06:29 PM,"GLENLAKE DR & FAR VIEW DR, AUSTIN, TX",,GLENLAKE DR & FAR VIEW DR,AUSTIN,78730,TRAVIS,3079824.50060058,10103083.99980790,30.35910136,-97.84974109,"(30.35910136, -97.84974109)",10,522G,MD30
20-00458684,Coyote Complaints,Phone,Closed,11/10/2020 09:04:31 AM,11/08/2020 10:52:35 AM,11/10/2020 09:04:31 AM,11/10/2020 09:04:31 AM,"12010 SKY WEST DR, AUSTIN, TX 78758",12010,SKY WEST,AUSTIN,78758,TRAVIS,3129343.00754011,10118382.18439990,30.39801785,-97.69162755,"(30.39801785, -97.69162755)",7,496B,ML33
20-00124022,Coyote Complaints,Phone,Closed,05/15/2020 02:11:31 PM,03/31/2020 11:54:47 AM,05/15/2020 02:11:31 PM,05/15/2020 02:11:31 PM,"FM 1826 RD & W US 290 HWY, AUSTIN, TX",,FM 1826 RD & W US 290 HWY,AUSTIN,78737,TRAVIS,3068701.75075025,10055580.00300750,30.22919412,-97.8883092,"(30.22919412, -97.8883092)",8,611Y,MB19
20-00419328,Coyote Complaints,Phone,Closed,10/13/2020 09:08:00 AM,10/11/2020 04:04:00 PM,10/13/2020 09:08:00 AM,10/13/2020 09:08:00 AM,"W 30TH ST & OAKHURST AVE, AUSTIN, TX",,W 30TH ST & OAKHURST AVE,AUSTIN,78703,TRAVIS,3111633.499,10082519,30.30057892,-97.75042682,"(30.30057892, -97.75042682)",10,554Z,MH25
20-00380166,Coyote Complaints,Phone,Closed,09/23/2020 09:55:28 AM,09/15/2020 12:38:39 PM,09/23/2020 09:55:28 AM,09/23/2020 09:55:28 AM,"1411 SLEDGE DR, LAKEWAY, TX 78734",1411,SLEDGE,LAKEWAY,78734,TRAVIS,3045058.44115640,10098523.93874960,30.34865256,-97.96025553,"(30.34865256, -97.96025553)",,519R,WX29
20-00391226,Coyote Complaints,Phone,Closed,09/23/2020 09:28:16 AM,09/22/2020 03:41:33 PM,09/23/2020 09:28:16 AM,09/23/2020 09:28:16 AM,"616 CRYSTAL CREEK DR, AUSTIN, TX 78733",616,CRYSTAL CREEK,AUSTIN,78733,TRAVIS,3075092.25062728,10085790.99989970,30.31185381,-97.86595777,"(30.31185381, -97.86595777)",,552N,MC26
19-00444215,Coyote Complaints,Phone,Closed,11/22/2019 12:34:42 PM,11/20/2019 01:16:51 PM,11/22/2019 12:34:42 PM,11/22/2019 12:34:42 PM,"HARVEY ST & E 12TH ST, AUSTIN, TX",,HARVEY ST & E 12TH ST,AUSTIN,78702,TRAVIS,3126599.74945598,10074057.00308320,30.2763542,-97.70364987,"(30.2763542, -97.70364987)",1,586N,ML23
19-00447060,Coyote Complaints,Phone,Closed,11/22/2019 12:43:44 PM,11/22/2019 12:24:20 PM,11/22/2019 12:43:44 PM,11/22/2019 12:43:44 PM,"14105 LAZYRIDGE DR, AUSTIN, TX 78660",14105,LAZYRIDGE,AUSTIN,78660,TRAVIS,3148654.74723290,10123410.99993620,30.41056556,-97.63000251,"(30.41056556, -97.63000251)",,467V,MP34
19-00447306,Coyote Complaints,Phone,Closed,11/22/2019 03:40:51 PM,11/22/2019 02:54:19 PM,11/22/2019 03:40:51 PM,11/22/2019 03:40:51 PM,"7304 HILLCROFT DR, AUSTIN, TX 78724",7304,HILLCROFT,AUSTIN,78724,TRAVIS,3146415.24935502,10084893.00069480,30.30483684,-97.64006301,"(30.30483684, -97.64006301)",1,557U,MP25
19-00393061,Coyote Complaints,Phone,Closed,10/15/2019 10:45:12 AM,10/12/2019 04:10:40 PM,10/15/2019 10:45:12 AM,10/15/2019 10:45:12 AM,"1630 W WELLS BRANCH PKWY, AUSTIN, TX 78728",1630,WELLS BRANCH,AUSTIN,78728,TRAVIS,3135432.30892769,10133774.41161280,30.43992932,-97.67114993,"(30.43992932, -97.67114993)",,436Z,MM37
19-00397681,Coyote Complaints,Phone,Closed,10/17/2019 10:27:30 AM,10/15/2019 11:58:00 PM,10/17/2019 10:27:30 AM,10/17/2019 10:27:30 AM,"JAMES WHEAT ST & ROBERT BROWNING ST, AUSTIN, TX",,JAMES WHEAT ST & ROBERT BROWNING ST,AUSTIN,78723,TRAVIS,3125046.30717948,10082969.55084,30.30095413,-97.70790339,"(30.30095413, -97.70790339)",9,556W,ML25
22-00261605,Coyote Complaints,Spot311 Interface,Closed,07/21/2022 01:20:14 PM,07/21/2022 12:48:49 PM,07/21/2022 01:20:14 PM,07/21/2022 01:20:14 PM,"10343 DAVID MOORE DR, AUSTIN, TX 78748",10343,DAVID MOORE,AUSTIN,78748,TRAVIS,3093373.60029142,10031278.61222270,30.16087811,-97.81195253,"(30.16087811, -97.81195253)",5,673Y,MF13
19-00352986,Coyote Complaints,Phone,Closed,10/07/2019 04:12:40 PM,09/14/2019 10:42:54 AM,10/07/2019 04:12:40 PM,10/07/2019 04:12:40 PM,"BRODIE LN & SILK OAK DR, AUSTIN, TX",,BRODIE LN & SILK OAK DR,AUSTIN,78748,TRAVIS,3082619.75146642,10041907.80035900,30.19076211,-97.84521863,"(30.19076211, -97.84521863)",8,672C,MD15
19-00492191,Coyote Complaints,Phone,Closed,01/02/2020 09:25:06 AM,12/31/2019 01:33:34 PM,01/02/2020 09:25:06 AM,01/02/2020 09:25:06 AM,"11316 JOLLYVILLE RD, AUSTIN, TX 78759",11316,JOLLYVILLE,AUSTIN,78759,TRAVIS,3111437.99979916,10122705.99891180,30.4110599,-97.74808698,"(30.4110599, -97.74808698)",10,465S,MJ34
19-00382463,Coyote Complaints,Phone,Closed,10/07/2019 10:31:51 AM,10/05/2019 09:31:09 AM,10/07/2019 10:31:51 AM,10/07/2019 10:31:51 AM,"11316 JOLLYVILLE RD, AUSTIN, TX 78759",11316,JOLLYVILLE,AUSTIN,78759,TRAVIS,3111437.99979916,10122705.99891180,30.4110599,-97.74808698,"(30.4110599, -97.74808698)",10,465S,MJ34
19-00383427,Coyote Complaints,Phone,Closed,10/07/2019 10:58:49 AM,10/06/2019 07:06:56 AM,10/07/2019 10:58:49 AM,10/07/2019 10:58:49 AM,"11230 BLOSSOM BELL DR, AUSTIN, TX 78758",11230,BLOSSOM BELL,AUSTIN,78758,TRAVIS,3127548.54891813,10114071.30972680,30.386285,-97.6976418,"(30.386285, -97.6976418)",4,496K,ML32
19-00383836,Coyote Complaints,Phone,Closed,10/07/2019 10:34:45 AM,10/06/2019 03:50:28 PM,10/07/2019 10:34:45 AM,10/07/2019 10:34:45 AM,"2908 GREENLEE DR, AUSTIN, TX 78703",2908,GREENLEE,AUSTIN,78703,TRAVIS,3105892.20821141,10082487.85850890,30.30085853,-97.76861686,"(30.30085853, -97.76861686)",10,554Y,MH25
19-00454587,Coyote Complaints,Phone,Closed,12/04/2019 12:40:08 PM,11/29/2019 09:35:58 PM,12/04/2019 12:40:09 PM,12/04/2019 12:40:08 PM,"4003 VAUGHAN ST, AUSTIN, TX 78723",4003,VAUGHAN,AUSTIN,78723,TRAVIS,3128414.94212485,10080029.41807980,30.2926532,-97.69745279,"(30.2926532, -97.69745279)",9,586B,ML24
19-00492543,Coyote Complaints,Phone,Closed,01/06/2020 11:22:24 AM,12/31/2019 04:52:12 PM,01/06/2020 11:22:25 AM,01/06/2020 11:22:24 AM,"101 HERGOTZ LN, AUSTIN, TX 78742",101,HERGOTZ,AUSTIN,78742,TRAVIS,3131451.62952548,10062678.05590470,30.24475935,-97.68914054,"(30.24475935, -97.68914054)",3,616P,ML20
20-00063766,Coyote Complaints,Phone,Closed,03/30/2020 08:46:17 AM,02/20/2020 05:44:16 PM,03/30/2020 08:46:17 AM,03/30/2020 08:46:17 AM,"1006 BANISTER LN 6, AUSTIN, TX 78704",1006,BANISTER,AUSTIN,78704,TRAVIS,3104654.24790029,10056527.00308620,30.22957414,-97.77443075,"(30.22957414, -97.77443075)",3,614X,MG19
19-00424668,Coyote Complaints,Phone,Closed,11/07/2019 12:03:01 PM,11/04/2019 08:56:48 PM,11/07/2019 12:03:01 PM,11/07/2019 12:03:01 PM,"2204 E 14TH ST, AUSTIN, TX 78702",2204,14TH,AUSTIN,78702,TRAVIS,3122348.09064331,10073949.51564610,30.27633435,-97.71712313,"(30.27633435, -97.71712313)",1,585R,MK23
20-00328698,Coyote Complaints,Phone,Closed,08/12/2020 08:56:28 AM,08/11/2020 03:07:01 PM,08/12/2020 08:56:28 AM,08/12/2020 08:56:28 AM,"111 BELLA CIMA DR, LAKEWAY, TX 78734",111,BELLA CIMA,LAKEWAY,78734,TRAVIS,3047233.32104589,10110921.05708000,30.38260418,-97.95252097,"(30.38260418, -97.95252097)",,490N,WY32
20-00329202,Coyote Complaints,Phone,Closed,08/12/2020 08:53:27 AM,08/11/2020 08:30:39 PM,08/12/2020 08:53:27 AM,08/12/2020 08:53:27 AM,"5305 LUCAS LN, AUSTIN, TX 78731",5305,LUCAS,AUSTIN,78731,TRAVIS,3107112.91637376,10096102.54654800,30.33820605,-97.76375335,"(30.33820605, -97.76375335)",10,524Y,MH28
20-00063882,Coyote Complaints,Phone,Closed,02/21/2020 01:13:44 PM,02/20/2020 09:17:46 PM,02/21/2020 01:13:44 PM,02/21/2020 01:13:44 PM,"1606 THORNRIDGE RD, AUSTIN, TX 78758",1606,THORNRIDGE,AUSTIN,78758,TRAVIS,3124058.49978874,10109336.99967540,30.373498,-97.70906176,"(30.373498, -97.70906176)",4,495V,MK31
19-00492617,Coyote Complaints,Phone,Closed,01/02/2020 12:10:10 PM,12/31/2019 05:44:33 PM,01/02/2020 12:10:10 PM,01/02/2020 12:10:10 PM,"RIVER HILLS RD & TAYLOR RD, AUSTIN, TX",,RIVER HILLS RD & TAYLOR RD,AUSTIN,78733,TRAVIS,3080480.50158721,10092195.99932910,30.32913087,-97.84843274,"(30.32913087, -97.84843274)",,552C,MD27
20-00018585,Coyote Complaints,Phone,Closed,01/15/2020 03:39:59 PM,01/15/2020 02:49:31 PM,01/15/2020 03:39:59 PM,01/15/2020 03:39:59 PM,"4208 GOCHMAN ST, AUSTIN, TX 78723",4208,GOCHMAN,AUSTIN,78723,TRAVIS,3126977.79408792,10080710.86067710,30.29461991,-97.70195401,"(30.29461991, -97.70195401)",9,586A,ML24
23-00013613,Coyote Complaints,Phone,Closed,01/11/2023 10:59:16 AM,01/11/2023 01:21:31 AM,01/11/2023 10:59:16 AM,01/11/2023 10:59:16 AM,"10010 ANDERSON MILL RD, AUSTIN, TX 78750",10010,ANDERSON MILL,AUSTIN,78750,WILLIAMSON,3094982.44079256,10135595.05760180,30.44753141,-97.79934508,"(30.44753141, -97.79934508)",6,433V,MF37
20-00330817,Coyote Complaints,Phone,Closed,08/14/2020 02:32:53 PM,08/12/2020 08:48:27 PM,08/14/2020 02:32:53 PM,08/14/2020 02:32:53 PM,"3617 JORGE DR, AUSTIN, TX 78731",3617,JORGE,AUSTIN,78731,TRAVIS,3106985.87380773,10097228.02154130,30.3413079,-97.76407357,"(30.3413079, -97.76407357)",10,524U,MH28
20-00040990,Coyote Complaints,Phone,Closed,02/03/2020 01:10:39 PM,02/02/2020 10:47:56 AM,02/03/2020 01:10:39 PM,02/03/2020 01:10:39 PM,"1107 NORTH BEND DR, AUSTIN, TX 78758",1107,BEND,AUSTIN,78758,TRAVIS,3129615.50936479,10114510.18358520,30.38735658,-97.69105513,"(30.38735658, -97.69105513)",7,496K,ML32
19-00470306,Coyote Complaints,Phone,Closed,02/05/2020 11:52:10 AM,12/12/2019 10:41:37 AM,02/05/2020 11:52:10 AM,02/05/2020 11:52:10 AM,"2703 COLLINS CREEK DR, AUSTIN, TX 78741",2703,COLLINS CREEK,AUSTIN,78741,TRAVIS,3118718.68773459,10055428.49103700,30.2256573,-97.72999068,"(30.2256573, -97.72999068)",3,645B,MJ18
20-00040126,Coyote Complaints,Phone,Closed,02/03/2020 11:49:35 AM,02/01/2020 12:08:30 PM,02/03/2020 11:49:36 AM,02/03/2020 11:49:35 AM,"1100 S 6TH ST, AUSTIN, TX 78704",1100,6TH,AUSTIN,78704,TRAVIS,3109359.08538693,10066043.18384970,30.25543427,-97.75884004,"(30.25543427, -97.75884004)",9,614H,MH21
20-00040152,Coyote Complaints,Phone,Closed,02/03/2020 11:55:41 AM,02/01/2020 12:34:14 PM,02/03/2020 11:55:41 AM,02/03/2020 11:55:41 AM,"3816 S LAMAR BLVD SB, AUSTIN, TX 78704",3816,LAMAR BLVD SB,AUSTIN,78704,TRAVIS,3099795.56797621,10059834.22975200,30.23897162,-97.78957181,"(30.23897162, -97.78957181)",5,614N,MG20
20-00040296,Coyote Complaints,Phone,Closed,02/03/2020 12:55:46 PM,02/01/2020 02:24:47 PM,02/03/2020 12:55:46 PM,02/03/2020 12:55:46 PM,"GREYSTONE DR & CHIMNEY CORNERS, AUSTIN, TX",,GREYSTONE DR & CHIMNEY CORNERS,AUSTIN,78731,TRAVIS,3108848.24789395,10104510.99764390,30.36120943,-97.75763677,"(30.36120943, -97.75763677)",10,524H,MH30
20-00208393,Coyote Complaints,Phone,Closed,05/28/2020 11:07:58 AM,05/27/2020 07:12:06 AM,05/28/2020 11:07:59 AM,05/28/2020 11:07:58 AM,"1504 E 51ST ST, AUSTIN, TX 78723",1504,51ST,AUSTIN,78723,TRAVIS,3126996.69899149,10084656.13261900,30.30546355,-97.70159841,"(30.30546355, -97.70159841)",4,556S,ML25
20-00208858,Coyote Complaints,Phone,Closed,05/28/2020 10:55:48 AM,05/27/2020 11:17:44 AM,05/28/2020 10:55:48 AM,05/28/2020 10:55:48 AM,"104 S TUMBLEWEED TRL, AUSTIN, TX 78733",104,TUMBLEWEED,AUSTIN,78733,TRAVIS,3072730.50047518,10090729.99864970,30.32557456,-97.87309442,"(30.32557456, -97.87309442)",,552E,MC27
20-00209569,Coyote Complaints,Mobile Device,Closed,05/28/2020 07:48:33 AM,05/27/2020 04:49:56 PM,05/28/2020 07:48:33 AM,05/28/2020 07:48:33 AM,"5408 APACHE CREEK CV, AUSTIN, TX 78735",5408,APACHE CREEK,AUSTIN,78735,TRAVIS,3083637.50094554,10062777.00146840,30.24806663,-97.84051805,"(30.24806663, -97.84051805)",8,612M,MD20
20-00209992,Coyote Complaints,Phone,Closed,05/28/2020 10:59:00 AM,05/28/2020 02:26:11 AM,05/28/2020 10:59:00 AM,05/28/2020 10:59:00 AM,"E 18TH ST & FERDINAND ST, AUSTIN, TX",,E 18TH ST & FERDINAND ST,AUSTIN,78702,TRAVIS,3121943.49701031,10074931.00249700,30.27905845,-97.71833141,"(30.27905845, -97.71833141)",1,585R,MK23
