Service Request (SR) Number,SR Description,Method Received,SR Status,Status Change Date,Created Date,Last Update Date,Close Date,SR Location,Street Number,Street Name,City,Zip Code,County,State Plane X Coordinate,State Plane Y Coordinate,Latitude Coordinate,Longitude Coordinate,(Latitude.Longitude),Council District,Map Page,Map Tile
23-00447565,Animal Protection - Coyote Complaints,Phone,Closed,09/27/2023 10:38:00 AM,09/27/2023 08:48:02 AM,09/27/2023 10:38:00 AM,09/27/2023 10:38:00 AM,"9202 TOWANA TRL, AUSTIN, TX 78736",9202,TOWANA,AUSTIN,78736,TRAVIS,3061728.50150303,10060200.00146400,30.24231367,-97.91006533,"(30.24231367, -97.91006533)",,611N,MA20
23-00452330,Animal Protection - Coyote Complaints,Phone,Closed,10/02/2023 08:39:05 AM,09/30/2023 08:51:36 AM,10/02/2023 08:39:05 AM,10/02/2023 08:39:05 AM,"PINEWOOD TER & GREENHAVEN DR, AUSTIN, TX",,PINEWOOD TER & GREENHAVEN DR,AUSTIN,78757,TRAVIS,3114377.24972994,10101075.99924530,30.35141394,-97.74036446,"(30.35141394, -97.74036446)",7,525J,MJ29
23-00453082,Animal Protection - Coyote Complaints,Phone,Closed,10/02/2023 11:22:26 AM,10/01/2023 02:10:06 AM,10/02/2023 11:22:25 AM,10/02/2023 11:22:26 AM,"9002 LAUREL GROVE DR, AUSTIN, TX 78758",9002,LAUREL GROVE,AUSTIN,78758,TRAVIS,3125115.24983954,10105454.99885790,30.36275843,-97.70600233,"(30.36275843, -97.70600233)",4,526A,ML30
23-00453429,Animal Protection - Coyote Complaints,Phone,Closed,10/02/2023 11:01:13 AM,10/01/2023 12:54:50 PM,10/02/2023 11:01:12 AM,10/02/2023 11:01:13 AM,"1512 TERRAPIN CT, AUSTIN, TX 78746",1512,TERRAPIN,AUSTIN,78746,TRAVIS,3094964.50056804,10069832.00227650,30.26675708,-97.80414668,"(30.26675708, -97.80414668)",8,583Y,MF22
23-00453604,Animal Protection - Coyote Complaints,Phone,Closed,10/02/2023 12:44:03 PM,10/01/2023 04:32:15 PM,10/02/2023 12:44:03 PM,10/02/2023 12:44:03 PM,"4202 ROSEDALE AVE, AUSTIN, TX 78756",4202,ROSEDALE,AUSTIN,78756,TRAVIS,3113312.49924170,10086930.00190690,30.31259682,-97.74478275,"(30.31259682, -97.74478275)",10,555N,MJ26
23-00454263,Animal Protection - Coyote Complaints,Phone,Closed,10/02/2023 01:05:13 PM,10/02/2023 10:01:43 AM,10/02/2023 01:05:13 PM,10/02/2023 01:05:13 PM,"2800 WEBBERVILLE RD, AUSTIN, TX 78702",2800,WEBBERVILLE,AUSTIN,78702,TRAVIS,3124677.74875951,10070106.00012490,30.26561835,-97.71003208,"(30.26561835, -97.71003208)",1,585Z,MK22
23-00454929,Animal Protection - Coyote Complaints,Phone,Closed,10/04/2023 11:20:00 AM,10/02/2023 02:58:00 PM,10/04/2023 11:20:00 AM,10/04/2023 11:20:00 AM,"1505 W LAKELAND DR, AUSTIN, TX 78732",1505,LAKELAND,AUSTIN,78732,TRAVIS,3055014.32300000,10092249.97000000,30.33081785,-97.92912953,"(30.33081785, -97.92912953)",,550C,WZ27
23-00456022,Animal Protection - Coyote Complaints,Phone,Closed,10/04/2023 11:05:00 AM,10/03/2023 10:08:00 AM,10/04/2023 11:05:00 AM,10/04/2023 11:05:00 AM,"7004 ONION CREEK DR, AUSTIN, TX 78744",7004,ONION CREEK,AUSTIN,78744,TRAVIS,3109142.96900000,10032891.38000000,30.16431894,-97.76195125,"(30.16431894, -97.76195125)",,674U,MH13
23-00457810,Animal Protection - Coyote Complaints,Phone,Closed,10/06/2023 10:12:44 AM,10/04/2023 11:39:31 AM,10/06/2023 10:12:44 AM,10/06/2023 10:12:44 AM,"4605 BANISTER LN, AUSTIN, TX 78745",4605,BANISTER,AUSTIN,78745,TRAVIS,3102133.74987165,10053499.00068960,30.22140975,-97.78262938,"(30.22140975, -97.78262938)",5,644A,MG18
23-00459695,Animal Protection - Coyote Complaints,Phone,Closed,10/06/2023 01:26:22 PM,10/05/2023 01:42:52 PM,10/06/2023 01:26:21 PM,10/06/2023 01:26:22 PM,"MIXSON DR & MERLENE DR, AUSTIN, TX",,MIXSON DR & MERLENE DR,AUSTIN,78732,TRAVIS,3056416.50110503,10092029.99810030,30.33012977,-97.92470115,"(30.33012977, -97.92470115)",10,550D,WZ27
23-00461350,Animal Protection - Coyote Complaints,Phone,Closed,10/09/2023 12:59:08 PM,10/06/2023 01:55:58 PM,10/09/2023 12:59:08 PM,10/09/2023 12:59:08 PM,"2202 PATSY PKWY, AUSTIN, TX 78744",2202,PATSY,AUSTIN,78744,TRAVIS,3107506.99787864,10038068.00078680,30.17865248,-97.76674862,"(30.17865248, -97.76674862)",2,674L,MH14
23-00462290,Animal Protection - Coyote Complaints,Phone,Closed,10/10/2023 09:56:40 AM,10/07/2023 08:13:05 AM,10/10/2023 09:56:40 AM,10/10/2023 09:56:40 AM,"9824 SCENIC BLUFF DR, AUSTIN, TX 78733",9824,SCENIC BLUFF,AUSTIN,78733,TRAVIS,3067554.00018447,10082984.00275900,30.30459503,-97.89003685,"(30.30459503, -97.89003685)",,551U,MB25
23-00463190,Animal Protection - Coyote Complaints,Phone,Closed,10/09/2023 12:52:59 PM,10/08/2023 01:36:09 AM,10/09/2023 12:52:59 PM,10/09/2023 12:52:59 PM,"3401 W PARMER LN 2227, AUSTIN, TX 78727",3401,PARMER,AUSTIN,78727,TRAVIS,3123458.74870403,10126574.99687870,30.42092144,-97.70967397,"(30.42092144, -97.70967397)",7,465M,MK35
23-00463879,Animal Protection - Coyote Complaints,Phone,Closed,10/09/2023 01:44:43 PM,10/08/2023 07:10:36 PM,10/09/2023 01:44:43 PM,10/09/2023 01:44:43 PM,"14302 FALLEN TIMBER DR, AUSTIN, TX 78734",14302,FALLEN TIMBER,AUSTIN,78734,TRAVIS,3059411.00095648,10114963.99729690,30.39299567,-97.91363062,"(30.39299567, -97.91363062)",,491E,MA33
23-00464013,Animal Protection - Coyote Complaints,Phone,Closed,10/09/2023 01:14:20 PM,10/08/2023 10:33:39 PM,10/09/2023 01:14:20 PM,10/09/2023 01:14:20 PM,"6000 ED BLUESTEIN BLVD SB, AUSTIN, TX 78723",6000,ED BLUESTEIN,AUSTIN,78723,TRAVIS,3139197.21366540,10082644.03891380,30.2991333,-97.66310049,"(30.2991333, -97.66310049)",1,557W,MN25
23-00464059,Animal Protection - Coyote Complaints,Phone,Closed,10/09/2023 12:44:12 PM,10/09/2023 12:05:05 AM,10/09/2023 12:44:12 PM,10/09/2023 12:44:12 PM,"1189 GRAHAM ST, AUSTIN, TX 78702",1189,GRAHAM,AUSTIN,78702,TRAVIS,3124443.49715352,10073290.00082690,30.2743858,-97.71053612,"(30.2743858, -97.71053612)",1,585R,MK23
23-00464614,Animal Protection - Coyote Complaints,Phone,Closed,10/09/2023 01:26:16 PM,10/09/2023 11:04:38 AM,10/09/2023 01:26:16 PM,10/09/2023 01:26:16 PM,"2500 RUTLAND DR, AUSTIN, TX 78758",2500,RUTLAND,AUSTIN,78758,TRAVIS,3119676.94451893,10112738.96233820,30.38313292,-97.72269925,"(30.38313292, -97.72269925)",7,495Q,MK32
23-00464904,Animal Protection - Coyote Complaints,Phone,Closed,10/09/2023 02:45:04 PM,10/09/2023 01:13:05 PM,10/09/2023 02:45:04 PM,10/09/2023 02:45:04 PM,"1003 CASTLE RIDGE RD, AUSTIN, TX 78746",1003,CASTLE RIDGE,AUSTIN,78746,TRAVIS,3084003.50187209,10078572.00006400,30.29146293,-97.83823732,"(30.29146293, -97.83823732)",,582D,MD24
23-00465565,Animal Protection - Coyote Complaints,Phone,Closed,10/11/2023 02:45:48 PM,10/09/2023 07:28:34 PM,10/11/2023 02:45:48 PM,10/11/2023 02:45:48 PM,"1618 ELMHURST DR, AUSTIN, TX 78741",1618,ELMHURST,AUSTIN,78741,TRAVIS,3117936.74705983,10061365.00247140,30.24202606,-97.73202633,"(30.24202606, -97.73202633)",9,615P,MJ20
23-00467312,Animal Protection - Coyote Complaints,Phone,Closed,10/13/2023 01:43:19 PM,10/11/2023 08:21:50 AM,10/13/2023 01:43:19 PM,10/13/2023 01:43:19 PM,"11800 STONEHOLLOW DR, AUSTIN, TX 78758",11800,STONEHOLLOW,AUSTIN,78758,TRAVIS,3123992.75885488,10119188.78924760,30.40058328,-97.70853309,"(30.40058328, -97.70853309)",7,496A,ML33
23-00467805,Animal Protection - Coyote Complaints,Phone,Closed,10/11/2023 01:21:10 PM,10/11/2023 12:35:48 PM,10/11/2023 01:21:10 PM,10/11/2023 01:21:10 PM,"15401 HORBORNE LN, AUSTIN, TX 78660",15401,HORBORNE,AUSTIN,78660,TRAVIS,3141622.24696175,10134684.99738720,30.44202357,-97.65144338,"(30.44202357, -97.65144338)",,437X,MN37
23-00471636,Animal Protection - Coyote Complaints,Phone,Closed,10/16/2023 12:59:43 PM,10/14/2023 01:06:37 AM,10/16/2023 12:59:43 PM,10/16/2023 12:59:43 PM,"1520 RUTHERFORD LN 1, AUSTIN, TX 78754",1520,RUTHERFORD,AUSTIN,78754,TRAVIS,3133220.45539349,10096590.76615780,30.33786335,-97.68097996,"(30.33786335, -97.68097996)",1,526Y,MM28
23-00472789,Animal Protection - Coyote Complaints,Phone,Closed,10/16/2023 11:01:52 AM,10/15/2023 09:57:18 AM,10/16/2023 11:01:52 AM,10/16/2023 11:01:52 AM,"2904 BREEZE TER, AUSTIN, TX 78722",2904,BREEZE,AUSTIN,78722,TRAVIS,3121601.99769223,10077240.00258270,30.28542757,-97.71924111,"(30.28542757, -97.71924111)",9,585G,MK24
23-00473849,Animal Protection - Coyote Complaints,Phone,Closed,10/16/2023 11:10:57 AM,10/16/2023 10:38:37 AM,10/16/2023 11:10:57 AM,10/16/2023 11:10:57 AM,"2804 FRENCH PL, AUSTIN, TX 78722",2804,FRENCH,AUSTIN,78722,TRAVIS,3121200.49807376,10077181.00106080,30.28529132,-97.7205172,"(30.28529132, -97.7205172)",9,585L,MK23
23-00474901,Animal Protection - Coyote Complaints,Phone,Closed,10/17/2023 08:14:32 AM,10/17/2023 12:09:09 AM,10/17/2023 08:14:32 AM,10/17/2023 08:14:32 AM,"RUTH AVE & WOODROW AVE, AUSTIN, TX 78757",,RUTH AVE & WOODROW AVE,AUSTIN,78757,TRAVIS,3118425.24767775,10096371.99716220,30.33822329,-97.72788347,"(30.33822329, -97.72788347)",7,525U,MK28
23-00476010,Animal Protection - Coyote Complaints,Phone,Closed,10/19/2023 12:38:00 PM,10/17/2023 05:07:00 PM,10/19/2023 12:38:00 PM,10/19/2023 12:38:00 PM,"1100 ST EDWARDS DR, AUSTIN, TX 78704",1100,ST EDWARDS,AUSTIN,78704,TRAVIS,3113005.92700000,10056954.63000000,30.23021871,-97.74796166,"(30.23021871, -97.74796166)",3,615W,MJ19
23-00476260,Animal Protection - Coyote Complaints,Phone,Closed,10/18/2023 10:56:44 AM,10/17/2023 09:23:09 PM,10/18/2023 10:56:44 AM,10/18/2023 10:56:44 AM,"11700 METRIC BLVD, AUSTIN, TX 78758",11700,METRIC,AUSTIN,78758,TRAVIS,3125074.62321205,10118126.07326610,30.39759181,-97.70518199,"(30.39759181, -97.70518199)",7,496A,ML33
23-00476742,Animal Protection - Coyote Complaints,Phone,Closed,01/23/2024 03:24:21 PM,10/18/2023 10:46:11 AM,01/23/2024 03:24:22 PM,01/23/2024 03:24:21 PM,"2106 OXFORD AVE, AUSTIN, TX 78704",2106,OXFORD,AUSTIN,78704,TRAVIS,3105409.69421902,10063675.58570660,30.24917676,-97.77151811,"(30.24917676, -97.77151811)",5,614K,MG20
23-00480726,Animal Protection - Coyote Complaints,Phone,Closed,10/23/2023 11:22:26 AM,10/20/2023 09:53:23 PM,10/23/2023 11:22:25 AM,10/23/2023 11:22:26 AM,"10301 FM 2222 RD, AUSTIN, TX 78730",10301,2222,AUSTIN,78730,TRAVIS,3082798.49050678,10114943.20763190,30.39151841,-97.83947107,"(30.39151841, -97.83947107)",10,492H,MD33
23-00480741,Animal Protection - Coyote Complaints,Phone,Closed,10/23/2023 11:16:19 AM,10/20/2023 10:14:46 PM,10/23/2023 11:16:19 AM,10/23/2023 11:16:19 AM,"CRESTMONT DR & W 49TH ST, AUSTIN, TX",,CRESTMONT DR & W 49TH ST,AUSTIN,78756,TRAVIS,3113563.74893361,10090485.00056680,30.32235292,-97.74372447,"(30.32235292, -97.74372447)",7,555E,MJ27
23-00481653,Animal Protection - Coyote Complaints,Phone,Closed,10/23/2023 10:46:07 AM,10/21/2023 08:03:01 PM,10/23/2023 10:46:07 AM,10/23/2023 10:46:07 AM,"YATES AVE & W ST JOHNS AVE, AUSTIN, TX",,YATES AVE & W ST JOHNS AVE,AUSTIN,78757,TRAVIS,3117702.24921103,10098621.99849190,30.34445474,-97.73000783,"(30.34445474, -97.73000783)",7,525P,MJ29
23-00482111,Animal Protection - Coyote Complaints,Phone,Closed,10/23/2023 11:25:22 AM,10/22/2023 11:23:13 AM,10/23/2023 11:25:22 AM,10/23/2023 11:25:22 AM,"1165 AIRPORT BLVD, AUSTIN, TX 78721",1165,AIRPORT,AUSTIN,78721,TRAVIS,3128344.54949852,10073471.78148180,30.27463201,-97.69816792,"(30.27463201, -97.69816792)",1,586P,ML23
23-00483004,Animal Protection - Coyote Complaints,Phone,Closed,10/23/2023 11:40:32 AM,10/23/2023 09:26:05 AM,10/23/2023 11:40:32 AM,10/23/2023 11:40:32 AM,"WOLFTRAP DR & W SLAUGHTER LN, AUSTIN, TX",,WOLFTRAP DR & W SLAUGHTER LN,Austin,78749,TRAVIS,3079550.95012243,10040356.26303020,30.18668545,-97.85503877,"(30.18668545, -97.85503877)",8,672B,MC15
23-00483334,Animal Protection - Coyote Complaints,Phone,Closed,10/25/2023 01:58:00 PM,10/23/2023 11:56:00 AM,10/25/2023 01:58:00 PM,10/25/2023 01:58:00 PM,"MISTY SLOPE LN & BARKBRIDGE TRL, AUSTIN, TX",,MISTY SLOPE LN & BARKBRIDGE TRL,AUSTIN,78744,TRAVIS,3111874.99900000,10037632.00000000,30.17717617,-97.75296079,"(30.17717617, -97.75296079)",2,674M,MH14
23-00483853,Animal Protection - Coyote Complaints,Phone,Closed,10/24/2023 08:16:55 AM,10/23/2023 04:19:22 PM,10/24/2023 08:16:55 AM,10/24/2023 08:16:55 AM,"6306 ARNOLD DR, AUSTIN, TX 78723",6306,ARNOLD,AUSTIN,78723,TRAVIS,3135621.49819624,10086441.00144360,30.30980592,-97.67413998,"(30.30980592, -97.67413998)",4,556R,MM26
23-00484170,Animal Protection - Coyote Complaints,Phone,Closed,10/25/2023 01:41:00 PM,10/23/2023 10:44:00 PM,10/25/2023 01:41:00 PM,10/25/2023 01:41:00 PM,"5508 ROOSEVELT AVE, AUSTIN, TX 78756",5508,ROOSEVELT,AUSTIN,78756,TRAVIS,3116863.49800000,10092126.00000000,30.32665215,-97.7331474,"(30.32665215, -97.7331474)",7,555B,MJ27
23-00484525,Animal Protection - Coyote Complaints,Phone,Closed,10/24/2023 10:05:52 AM,10/24/2023 09:51:02 AM,10/24/2023 10:05:52 AM,10/24/2023 10:05:52 AM,"CRESTMONT DR & SHOALWOOD AVE, AUSTIN, TX",,CRESTMONT DR & SHOALWOOD AVE,AUSTIN,78756,TRAVIS,3113906.49781477,10090651.00179560,30.32278729,-97.74262619,"(30.32278729, -97.74262619)",7,555E,MJ27
23-00484532,Animal Protection - Coyote Complaints,Phone,Closed,10/25/2023 01:16:00 PM,10/24/2023 09:55:00 AM,10/25/2023 01:16:00 PM,10/25/2023 01:16:00 PM,"W 49TH ST & WOODVIEW AVE, AUSTIN, TX",,W 49TH ST & WOODVIEW AVE,AUSTIN,78756,TRAVIS,3113563.74900000,10090485.00000000,30.32235292,-97.74372447,"(30.32235292, -97.74372447)",7,555E,MJ27
23-00484876,Animal Protection - Coyote Complaints,Phone,Closed,10/24/2023 01:28:29 PM,10/24/2023 01:08:21 PM,10/24/2023 01:28:29 PM,10/24/2023 01:28:29 PM,"6909 TEN OAKS CIR, AUSTIN, TX 78744",6909,TEN OAKS,AUSTIN,78744,TRAVIS,3112038.24873360,10037505.00081280,30.17681666,-97.75245362,"(30.17681666, -97.75245362)",2,674M,MH14
23-00486181,Animal Protection - Coyote Complaints,Phone,Closed,10/25/2023 01:34:00 PM,10/25/2023 12:08:00 PM,10/25/2023 01:34:00 PM,10/25/2023 01:34:00 PM,"5700 TAPADERA TRACE LN, AUSTIN, TX 78727",5700,TAPADERA TRACE,AUSTIN,78727,TRAVIS,3113196.49900000,10129720.00000000,30.43022795,-97.74199162,"(30.43022795, -97.74199162)",6,465E,MJ36
23-00486202,Animal Protection - Coyote Complaints,Phone,Closed,10/26/2023 10:03:09 AM,10/25/2023 12:23:15 PM,10/26/2023 10:03:10 AM,10/26/2023 10:03:09 AM,"7200 JOHN BLOCKER DR, AUSTIN, TX 78749",7200,JOHN BLOCKER,AUSTIN,78749,TRAVIS,3076888.00322221,10054496.00221290,30.225717,-97.86247097,"(30.225717, -97.86247097)",8,642B,MC18
23-00487701,Animal Protection - Coyote Complaints,Phone,Closed,10/30/2023 10:38:58 AM,10/26/2023 01:29:12 PM,10/30/2023 10:38:58 AM,10/30/2023 10:38:58 AM,"7306 GREENHAVEN DR, AUSTIN, TX 78757",7306,GREENHAVEN,AUSTIN,78757,TRAVIS,3114370.24733598,10101362.99727620,30.35220331,-97.74036545,"(30.35220331, -97.74036545)",7,525J,MJ29
23-00487706,Animal Protection - Coyote Complaints,Phone,Closed,10/27/2023 09:52:44 AM,10/26/2023 01:31:51 PM,10/27/2023 09:52:44 AM,10/27/2023 09:52:44 AM,"1400 ROXANNES RUN, AUSTIN, TX 78660",1400,ROXANNES,AUSTIN,78660,TRAVIS,3139262.17979628,10136382.77915050,30.44684668,-97.65880108,"(30.44684668, -97.65880108)",,437S,MN37
23-00488266,Animal Protection - Coyote Complaints,Phone,Closed,10/30/2023 10:50:39 AM,10/26/2023 07:40:45 PM,10/30/2023 10:50:38 AM,10/30/2023 10:50:39 AM,"7510 ST LOUIS ST, AUSTIN, TX 78757",7510,ST LOUIS,AUSTIN,78757,TRAVIS,3117036.74825179,10100858.99882410,30.35064672,-97.73195118,"(30.35064672, -97.73195118)",7,525K,MJ29
23-00489018,Animal Protection - Coyote Complaints,Phone,Closed,10/30/2023 10:56:41 AM,10/27/2023 11:53:19 AM,10/30/2023 10:56:41 AM,10/30/2023 10:56:41 AM,"4305 SHOAL CREEK BLVD, AUSTIN, TX 78756",4305,SHOAL CREEK,AUSTIN,78756,TRAVIS,3112543.31936898,10087907.10987160,30.31533194,-97.74714773,"(30.31533194, -97.74714773)",10,555J,MJ26
23-00489806,Animal Protection - Coyote Complaints,Phone,Closed,10/30/2023 08:26:29 AM,10/27/2023 08:42:38 PM,10/30/2023 08:26:28 AM,10/30/2023 08:26:29 AM,"11928 STONEHOLLOW DR, AUSTIN, TX 78758",11928,STONEHOLLOW,AUSTIN,78758,TRAVIS,3125406.99688012,10119693.32850770,30.40187835,-97.70401053,"(30.40187835, -97.70401053)",7,496A,ML33
23-00490529,Animal Protection - Coyote Complaints,Phone,Closed,10/30/2023 01:05:53 PM,10/28/2023 02:26:18 PM,10/30/2023 01:05:53 PM,10/30/2023 01:05:53 PM,"4400 PATSY PKWY, AUSTIN, TX 78744",4400,PATSY,AUSTIN,78744,TRAVIS,3109877.92576932,10037288.22644170,30.1763584,-97.75930437,"(30.1763584, -97.75930437)",2,674M,MH14
23-00490870,Animal Protection - Coyote Complaints,Phone,Closed,10/30/2023 11:05:45 AM,10/28/2023 09:50:16 PM,10/30/2023 11:05:45 AM,10/30/2023 11:05:45 AM,"1109 S PLEASANT VALLEY RD, AUSTIN, TX 78741",1109,PLEASANT VALLEY,AUSTIN,78741,TRAVIS,3122711.24831405,10061235.00103650,30.24136085,-97.71692026,"(30.24136085, -97.71692026)",3,615R,MK20
23-00492041,Animal Protection - Coyote Complaints,Phone,Closed,11/07/2023 08:52:13 AM,10/30/2023 08:11:35 AM,11/07/2023 08:52:13 AM,11/07/2023 08:52:13 AM,"2708 SILVERWAY DR, AUSTIN, TX 78757",2708,SILVERWAY,AUSTIN,78757,TRAVIS,3115263.95767912,10102044.75805410,30.35402006,-97.73748234,"(30.35402006, -97.73748234)",7,525K,MJ29
23-00494187,Animal Protection - Coyote Complaints,Phone,Closed,11/02/2023 11:58:37 AM,10/31/2023 03:51:50 PM,11/02/2023 11:58:37 AM,11/02/2023 11:58:37 AM,"7601 BURNET RD, AUSTIN, TX 78757",7601,BURNET,AUSTIN,78757,TRAVIS,3116765.25635666,10101461.20737680,30.35231956,-97.73276704,"(30.35231956, -97.73276704)",7,525K,MJ29
23-00494873,Animal Protection - Coyote Complaints,Phone,Closed,11/01/2023 02:42:09 PM,11/01/2023 09:34:31 AM,11/01/2023 02:42:09 PM,11/01/2023 02:42:09 PM,"10500 LAKELINE MALL DR, AUSTIN, TX 78717",10500,LAKELINE MALL,AUSTIN,78717,WILLIAMSON,3097681.12998181,10146378.79718640,30.47700546,-97.79000049,"(30.47700546, -97.79000049)",6,404W,MG40
23-00495275,Animal Protection - Coyote Complaints,Phone,Closed,11/01/2023 02:48:17 PM,11/01/2023 01:11:54 PM,11/01/2023 02:48:17 PM,11/01/2023 02:48:17 PM,"10500 LAKELINE MALL DR 5, AUSTIN, TX 78717",10500,LAKELINE MALL,AUSTIN,78717,WILLIAMSON,3097681.12998181,10146378.79718640,30.47700546,-97.79000049,"(30.47700546, -97.79000049)",6,404W,MG40
23-00495290,Animal Protection - Coyote Complaints,Phone,Closed,11/02/2023 12:10:38 PM,11/01/2023 01:18:23 PM,11/02/2023 12:10:37 PM,11/02/2023 12:10:38 PM,"ARCADIA AVE & ARROYO SECO, AUSTIN, TX",,ARCADIA AVE & ARROYO SECO,AUSTIN,78757,TRAVIS,3117045.24694614,10095586.99816070,30.33615424,-97.73231501,"(30.33615424, -97.73231501)",7,525X,MJ28
23-00495301,Animal Protection - Coyote Complaints,Phone,Closed,11/01/2023 01:51:21 PM,11/01/2023 01:26:42 PM,11/01/2023 01:51:22 PM,11/01/2023 01:51:21 PM,"ARROYO SECO & JUSTIN LN, AUSTIN, TX",,ARROYO SECO & JUSTIN LN,AUSTIN,78757,TRAVIS,3118291.00712104,10097521.26937870,30.34139111,-97.72822359,"(30.34139111, -97.72822359)",7,525U,MK28
23-00495335,Animal Protection - Coyote Complaints,Phone,Closed,11/01/2023 02:54:11 PM,11/01/2023 01:40:40 PM,11/01/2023 02:54:11 PM,11/01/2023 02:54:11 PM,"9206 LAURALAN DR, AUSTIN, TX 78736",9206,LAURALAN,AUSTIN,78736,TRAVIS,3062029.00208675,10061017.00196810,30.24454155,-97.90905754,"(30.24454155, -97.90905754)",,611J,MA20
23-00495382,Animal Protection - Coyote Complaints,Phone,Closed,01/11/2024 10:18:49 AM,11/01/2023 02:10:33 PM,01/11/2024 10:18:49 AM,01/11/2024 10:18:49 AM,"10500 LAKELINE MALL DR, AUSTIN, TX 78717",10500,LAKELINE MALL,AUSTIN,78717,WILLIAMSON,3097681.12998181,10146378.79718640,30.47700546,-97.79000049,"(30.47700546, -97.79000049)",6,404W,MG40
23-00495521,Animal Protection - Coyote Complaints,Phone,Closed,11/02/2023 12:04:59 PM,11/01/2023 03:44:24 PM,11/02/2023 12:04:59 PM,11/02/2023 12:04:59 PM,"6907 ARROYO SECO, AUSTIN, TX 78757",6907,ARROYO SECO,AUSTIN,78757,TRAVIS,3118529.55435749,10097639.32680490,30.34170027,-97.72745882,"(30.34170027, -97.72745882)",7,525U,MK28
23-00495529,Animal Protection - Coyote Complaints,Phone,Closed,11/01/2023 05:24:23 PM,11/01/2023 03:49:03 PM,11/01/2023 05:24:23 PM,11/01/2023 05:24:23 PM,"6202 WOODVIEW AVE, AUSTIN, TX 78757",6202,WOODVIEW,AUSTIN,78757,TRAVIS,3113776.99670154,10096448.99900510,30.33873343,-97.74260859,"(30.33873343, -97.74260859)",7,525S,MJ28
23-00495799,Animal Protection - Coyote Complaints,Phone,Closed,11/03/2023 12:33:02 PM,11/01/2023 06:47:46 PM,11/03/2023 12:33:02 PM,11/03/2023 12:33:02 PM,"BRENTWOOD ST & ARROYO SECO, AUSTIN, TX",,BRENTWOOD ST & ARROYO SECO,AUSTIN,78757,TRAVIS,3117338.74742117,10096536.70743480,30.33874597,-97.73131449,"(30.33874597, -97.73131449)",7,525T,MJ28
23-00495964,Animal Protection - Coyote Complaints,Phone,Closed,11/02/2023 12:28:27 PM,11/01/2023 11:22:39 PM,11/02/2023 12:28:26 PM,11/02/2023 12:28:27 PM,"1200 TREADWELL ST, AUSTIN, TX 78704",1200,TREADWELL,AUSTIN,78704,TRAVIS,3108771.88800673,10066218.10010420,30.25595244,-97.76068653,"(30.25595244, -97.76068653)",9,614H,MH21
23-00496614,Animal Protection - Coyote Complaints,Phone,Closed,11/02/2023 01:19:41 PM,11/02/2023 12:50:28 PM,11/02/2023 01:19:41 PM,11/02/2023 01:19:41 PM,"1500 W ST JOHNS AVE, AUSTIN, TX 78757",1500,ST JOHNS,AUSTIN,78757,TRAVIS,3118798.99935730,10098122.99779420,30.34301245,-97.72656896,"(30.34301245, -97.72656896)",7,525U,MK28
23-00496717,Animal Protection - Coyote Complaints,Phone,Closed,11/03/2023 12:24:17 PM,11/02/2023 01:46:47 PM,11/03/2023 12:24:17 PM,11/03/2023 12:24:17 PM,"REXFORD DR & CORDELL LN, AUSTIN, TX",,REXFORD DR & CORDELL LN,AUSTIN,78723,TRAVIS,3134216.49831464,10083672.00106180,30.30228671,-97.67880058,"(30.30228671, -97.67880058)",1,556Y,MM25
23-00497310,Animal Protection - Coyote Complaints,Phone,Closed,11/03/2023 11:45:06 AM,11/02/2023 08:08:19 PM,11/03/2023 11:45:06 AM,11/03/2023 11:45:06 AM,"8913 BRIARDALE DR, AUSTIN, TX 78758",8913,BRIARDALE,AUSTIN,78758,TRAVIS,3122584.74955412,10106429.99704250,30.36560261,-97.71395096,"(30.36560261, -97.71395096)",4,525D,MK30
23-00497415,Animal Protection - Coyote Complaints,Phone,Closed,11/03/2023 11:47:58 AM,11/02/2023 10:19:48 PM,11/03/2023 11:47:57 AM,11/03/2023 11:47:58 AM,"CHUKAR CIR & OAK HOLLOW DR, AUSTIN, TX",,CHUKAR CIR & OAK HOLLOW DR,AUSTIN,78758,TRAVIS,3124737.24910745,10110621.99718740,30.37698621,-97.70681376,"(30.37698621, -97.70681376)",4,496S,ML31
23-00497627,Animal Protection - Coyote Complaints,Phone,Closed,11/06/2023 12:20:51 PM,11/03/2023 08:08:13 AM,11/06/2023 12:20:51 PM,11/06/2023 12:20:51 PM,"BUCKINGHAM RD & DANWOOD DR, AUSTIN, TX",,BUCKINGHAM RD & DANWOOD DR,AUSTIN,78759,TRAVIS,3103722.00236348,10129123.99773270,30.42919289,-97.77208969,"(30.42919289, -97.77208969)",10,464F,MG36
23-00498072,Animal Protection - Coyote Complaints,Phone,Open,11/03/2023 12:10:43 PM,11/03/2023 12:10:43 PM,11/08/2023 12:30:29 AM,,"1717 W 10TH ST, AUSTIN, TX 78703",1717,10TH,AUSTIN,78703,TRAVIS,3108078.94948246,10074988.31082130,30.28010453,-97.76223871,"(30.28010453, -97.76223871)",9,584L,MH23
23-00499489,Animal Protection - Coyote Complaints,Phone,Open,11/04/2023 02:20:04 PM,11/04/2023 02:20:04 PM,11/09/2023 12:30:29 AM,,"1500 NORTHRIDGE DR, AUSTIN, TX 78723",1500,NORTHRIDGE,AUSTIN,78723,TRAVIS,3128543.35617210,10087600.42458260,30.3134562,-97.69647746,"(30.3134562, -97.69647746)",4,556P,ML26
